SECTION NAME,ID,RULE TEXT,POSITIVE,NEGATIVE,COMMENTARY
Access Connections,p94l9,(L9)  For access connections the classifier of the provider access must match to the classifier of the requires access according to the Classifier_Matching_Rules property. By default the classifiers must be the same (see Section 9.1). SAE AS5506B - 176 -,0,0,0
Access Connections,p94l10,"(L10) If more than one access feature in a semantic access connection has an Access_Right property association,  then the resulting property values must be compatible. This means that the provider must provide read-only or read-write access if the requirer specifies read-only. Similarly, the provider must provide write-only or read-write access if the requirer specifies write-only. The provider must provide read-write access if the requirer specifies read-write. Finally, the provider must provide by-method access if the requirer specifies bymethod access.",0,0,0
Access Connections,p94l11,"(L11) The category of the access connection source and destination must be identical. If the component category is  specified as part of the connection declaration, then it must be identical to that of the source and destination. Bus, data, subprogram, and subprogram group are acceptable categories.",0,0,0
Feature Group Connections,p95n1,(N1)  The connection identifier in a feature group connection refinement declaration must refer to a feature group named connection declared in an ancestor component implementation.,0,0,0
Feature Group Connections,p95n2,"(N2)  A source or destination reference in a feature group connection declaration must reference a feature group declared in the component type, a feature group of one of the subcomponents, or feature group that is an element of a feature group in the component type. The subcomponent reference may also consist of a reference on a subcomponent array.",0,0,0
Feature Group Connections,p95l1,"(L1)  If the feature group connection declaration represents a component connection between sibling components, the feature group types must be complements. This may be indicated by both feature group declarations referring to the same feature group type and one feature group declared as inverse of, by the feature group type of one feature group being declared as the inverse of the feature group type of the other feature group, or by the two referenced feature group types meeting the complement requirements as defined in Section 8.2.",0,0,0
Feature Group Connections,p95l2,(L2)  The Classifier_Matching_Rule property specifies the rule to be applied to match the feature group classifier of a connection source to that of a connection destination.,0,0,0
Feature Group Connections,p95l3,"(L3)  The following rules are supported for feature group connection declarations that represent a connection up or down the containment hierarchy: вЂў вЂў вЂў Classifier_Match: The source feature group type must be identical to the feature group type of the destination. This is the default rule. Equivalence: An indication that the two classifiers of a connection are considered to match if they are listed in the Supported_Classifier_Equivalence_Matches property. Matching feature group types are specified by the Supported_Classifier_Equivalence_Matches property with pairs of classifier values representing acceptable matches. Either element of the pair can be the source or destination classifier. Equivalence is intended to be used when the feature group types are considered to be identical, i.e., their elements match. The Supported_Classifier_Equivalence_Matches property is declared globally as a property constant. Subset: An indication that the two classifiers of a connection are considered to match if the outer feature group has outcoming features that are a subset of outgoing features of the inner feature group, and if the inner feature group has incoming features that are a subset of incoming features of the outer feature group. The pairs of features are expected to have the same name. SAE",0,0,0
Feature Group Connections,p95l4,"(L4)  AS5506B - 178 - The following rules are supported for feature group connection declarations that represent a connection between two subcomponents, i.e., sibling component: вЂў вЂў вЂў Classifier_Match: The source feature group type must be the complement of the feature group type of the destination. This is the default rule. Complement: An indication that the two classifiers of a connection are considered to complement if they are listed in the Supported_Classifier_Complement_Matches property. Matching feature group types are specified by the Supported_Classifier_Complement_Matches property with pairs of classifier values representing acceptable matches. Either element of the pair can be the source or destination classifier. Complement is intended to be used when the feature group types are considered to be identical, i.e., their elements match. The Supported_Classifier_Complement_Matches property is declared globally as a property constant. Subset: An indication that the two classifiers of a connection are considered to match if each has incoming features that are a subset of outgoing features of the other. The pairs of features are expected to have the same name. A feature group may have a direction declared; otherwise it is considered bidirectional. The direction declared for the destination feature group of a feature group connection declaration must be compatible with the direction declared for the source feature group as defined by the following rules:",0,0,0
Feature Group Connections,p95l5,"(L5)  If the feature group connection declaration represents a connection between feature group of sibling components, then the source must be an outgoing feature group and the destination must be an incoming feature group.",0,0,0
Feature Group Connections,p95l6,"(L6)  If the feature group connection declaration represents a connection between feature groups up the containment hierarchy, then the source and destination must both be an outgoing feature group.",0,0,0
Feature Group Connections,p95l7,"(L7)  If the feature group connection declaration represents a connection between feature groups down the containment hierarchy, then the source and destination must both be an incoming feature group.",0,0,0
Feature Group Connections,p95l8,"(L8)  A feature group connection must be bidirectional or be consistent with the direction of the source and destination feature. Standard Properties Connection_Pattern: list of Supported_Connection_Patterns Connection_Set: list of Connection_Pair Transmission_Type: enumeration ( push, pull ) Allowed_Connection_Binding_Class: inherit list of classifier(processor, virtual processor, bus, virtual bus, device, memory) Allowed_Connection_Binding: inherit list of reference (processor, virtual processor, bus, virtual bus, device, memory) Not_Collocated: record ( Targets: list of reference (data, thread, process, system, connection); Location: classifier ( processor, memory, bus, system ); ) Actual_Connection_Binding: inherit list of reference (processor, virtual processor, bus, virtual bus, device, memory)",0,0,0
